sensor,micros,x,y,x
accl:16666962,-3.07836652,-1.96630204,8.73260689
gyro:16667319,-0.07391470,-0.42516220,-0.03237586
mag:16668492,-28.71967316,-8.11166286,62.11634445
accl:16719579,-3.29611325,-2.41375995,9.36849880
gyro:16719906,-0.06352998,0.04398230,-0.04886922
mag:16721099,-28.57351685,-8.30166626,62.49634552
accl:16772579,-3.05025077,-1.91126704,10.11446190
gyro:16772889,-0.37446040,0.16676621,-0.53633964
mag:16774085,-28.66120911,-9.00321484,61.50248718
accl:16825579,-2.14815640,-2.07697010,9.20518970
gyro:16825887,-0.38973203,-0.41477749,-0.39950585
mag:16827085,-26.99502945,-10.33323574,60.74247360
accl:16878579,-2.39342093,-2.14217448,7.73001385
gyro:16878893,0.02809980,0.15943582,-0.04398230
mag:16880083,-27.02426338,-10.36246681,60.77170563
accl:16931579,-2.64885473,-2.21455741,8.67338371
gyro:16931909,-0.13622294,0.54611355,-0.14416420
mag:16933108,-27.94504547,-10.46477604,61.21017456
accl:16984579,-2.79062939,-2.19661140,8.76251698
gyro:16984894,0.06780604,0.27855453,0.16615535
mag:16986087,-28.90967369,-10.84478188,61.34171295
accl:17037579,-3.57068968,-2.15892434,8.54895687
gyro:17037917,0.31948251,0.76052719,0.31703907
mag:17039108,-30.31277275,-9.82168961,61.50248718
accl:17090579,-3.83150721,-2.31086850,9.14058304
gyro:17090887,0.19792034,0.92057389,0.33353242
mag:17092079,-33.41128159,-8.85705948,62.13095856
accl:17143579,-4.84546566,-2.24626255,9.68853951
gyro:17143897,0.10262536,0.78923786,0.34636059
mag:17145089,-35.74978256,-8.82782745,62.13095856
accl:17196579,-4.90468836,-2.21934295,9.96072292
gyro:17196892,-0.12400565,-0.00794125,-0.07696902
mag:17198082,-37.05056763,-8.81321239,61.98480225
accl:17249579,-4.49790812,-2.16969204,8.26839828
gyro:17249892,-0.36835176,-0.23823744,-0.26939157
mag:17251093,-35.91055298,-9.14937210,61.72171783
accl:17302579,-4.40159702,-2.39521551,7.44167852
gyro:17302905,-0.10934488,0.31276301,-0.16798794
mag:17304111,-35.73516464,-9.54399300,60.87401581
accl:17355579,-4.28494740,-2.56032038,7.51645470
gyro:17355890,0.05375614,0.82161373,-0.25106561
mag:17357073,-37.26980209,-10.08477020,61.63402939
accl:17408579,-4.73778868,-1.92263305,6.68494844
gyro:17408917,0.11911872,1.24921942,-0.38973203
mag:17410115,-39.09675598,-8.90090656,61.18094254
accl:17461579,-7.57388163,-1.21495569,8.69791031
gyro:17461895,-0.33536503,3.06226730,-0.41844270
mag:17463081,-47.10610962,-9.63168621,59.06167603
accl:17514579,-6.74058151,-2.07158613,10.36690426
gyro:17514903,-0.75319684,1.85641944,0.03604105
mag:17516108,-50.35077286,-9.96784592,58.08243179
accl:17567579,-7.39920616,-2.49750853,6.16929483
gyro:17567893,0.41050142,-0.76969016,1.28098440
mag:17569082,-50.10231018,-8.50628471,58.81321335
accl:17620579,-7.56371260,-3.32422876,5.25224590
gyro:17620883,0.89491755,0.58643061,0.99326682
mag:17622087,-51.94387436,-5.30546618,59.71937943
accl:17673579,-8.41974545,-3.59162688,5.49631405
gyro:17673884,0.72204274,1.46852005,-0.04520403
mag:17675073,-55.05699921,-3.40543699,59.50014496
accl:17726579,-7.91485882,-1.81734884,7.39561653
gyro:17726907,-0.48685959,2.04212236,-1.61879289
mag:17728106,-58.93013382,-4.95469141,56.19701767
accl:17779579,-8.29890728,-0.63768727,5.24446869
gyro:17779906,-0.16187929,1.28159523,-1.05435336
mag:17781105,-60.50862122,-7.77550411,53.78544235
accl:17832579,-8.01775074,-1.67138672,4.92143822
gyro:17832904,0.65973443,1.06351638,0.00855211
mag:17834090,-62.49634552,-7.10318613,53.20081711
accl:17885579,-9.72562790,-1.58045936,5.41256428
gyro:17885904,0.65973443,0.53206360,0.61025441
mag:17887096,-63.98713684,-3.40543699,53.77082825
accl:17938579,-9.23808956,-1.90109766,4.51106882
gyro:17938902,0.82405716,0.40133846,0.42638394
mag:17940085,-65.46331787,-0.83308977,53.91698456
accl:17991579,-9.38883781,-2.19541478,5.25404072
gyro:17991904,0.52228981,0.82466811,0.07574729
mag:17993101,-67.34873199,1.05232394,53.47851562
accl:18044579,-9.00179863,-2.17687035,3.56051993
gyro:18044888,0.44226640,0.34636059,-0.32986721
mag:18046093,-67.96258545,2.11926341,52.32388306
accl:18097579,-9.80219841,-1.92502582,3.96251416
gyro:18097893,0.95539325,0.64934975,-0.67011917
mag:18099102,-69.70184326,2.42619133,52.41157532
accl:18150579,-8.68235779,-1.39621198,4.23709059
gyro:18150893,0.74220121,0.67317349,-0.94439763
mag:18152097,-70.78339386,3.02543116,51.19848251
accl:18203579,-8.03091049,-2.17507601,2.95633245
gyro:18203887,3.15634060,-0.14233160,-0.86742866
mag:18205094,-70.68109131,6.56240892,52.10464478
accl:18256579,-9.41575718,-0.45942193,4.44466782
gyro:18256907,2.12214565,0.13500123,-0.59864795
mag:18258105,-71.32417297,10.11400127,53.37620544
accl:18309579,-9.07657528,-1.17726874,4.05284309
gyro:18309892,2.10076571,0.64079762,-0.35185838
mag:18311085,-72.42034912,14.10406399,51.28617096
accl:18362579,-10.18923759,-0.79202431,3.88056016
gyro:18362891,1.02686453,1.11299646,-0.64385194
mag:18364088,-74.23268127,15.94563007,49.59076309
accl:18415579,-9.71246719,-0.96370935,3.55992222
gyro:18415894,0.78007489,1.23639119,-0.41111231
mag:18417089,-76.65886688,16.45717621,46.93072128
accl:18468579,-9.91346455,-1.98544455,4.24965286
gyro:18468896,1.56564760,0.09162978,-0.04214970
mag:18470089,-77.90119934,19.20491219,45.70301056
accl:18521579,-10.15813065,-1.65104759,3.08674121
gyro:18521891,0.23396137,-0.57971114,-0.39339721
mag:18523090,-77.49196625,20.25723457,46.55071640
accl:18574579,-8.75593662,-1.54337060,2.28514576
gyro:18574893,1.11971593,-0.67195177,-0.44593161
mag:18576092,-76.76117706,20.56416321,47.93919754
accl:18627579,-9.26381207,-0.45822555,1.76769781
gyro:18627907,1.42026174,-0.16615535,-0.12950343
mag:18629106,-75.40193176,22.49342346,48.66997910
accl:18680579,-9.33081245,-0.11724831,1.71924305
gyro:18680905,2.32495308,0.52595496,0.13316862
mag:18682100,-76.41040802,26.14732742,45.93686295
accl:18733579,-9.54078197,0.47138608,3.72682118
gyro:18733902,2.74278498,1.27487576,0.38117990
mag:18735098,-79.20198822,33.64513397,39.79830551
accl:18786579,-10.29093266,1.00618184,3.22492671
gyro:18786901,2.96025300,0.15454890,0.19669861
mag:18788082,-78.42736053,38.08827591,36.14440155
accl:18839579,-8.70628548,1.84965181,3.35832667
gyro:18839905,3.23758578,-0.32375857,0.25656340
mag:18841102,-78.20812225,42.06372452,32.18357086
accl:18892579,-11.28156090,2.49930334,2.91086864
gyro:18892900,2.30112934,0.12095132,0.73609257
mag:18894093,-77.11195374,45.60070038,28.77813530
accl:18945579,-8.74337387,1.99740875,2.77088857
gyro:18945903,1.57969749,0.08979719,0.12400565
mag:18947095,-77.53580475,47.67612076,25.35808372
accl:18998579,-9.49412251,2.52741885,1.94835579
gyro:18998906,2.02501822,-0.15515977,0.09224065
mag:19000097,-76.83425903,48.90382767,22.06957054
accl:19051579,-10.53380394,3.70289302,3.48813725
gyro:19051901,-2.10626340,1.06290555,0.07513642
mag:19053088,-77.02426147,48.62613297,22.05495453
accl:19104579,-12.01077366,3.18365049,1.08753800
gyro:19104885,0.05131268,-0.35796705,0.06963863
mag:19106078,-77.06810760,47.95381546,23.92575264
accl:19157579,-9.36670399,3.17168617,0.89671034
gyro:19157901,2.86862302,-0.66645396,0.34574974
mag:19159113,-76.77579498,49.26921844,20.82724380
accl:19210579,-10.34955597,3.56051993,1.38006055
gyro:19210887,2.38542867,0.05436701,0.20769419
mag:19212081,-75.78193665,51.28617096,14.93715382
accl:19263579,-9.21117115,2.91744900,0.88893366
gyro:19263891,2.07266569,1.02442098,-0.19975293
mag:19265085,-75.60655212,51.06694031,9.82168961
accl:19316579,-9.59641457,2.83669114,1.64386928
gyro:19316906,1.30847335,0.50029862,0.03054326
mag:19318086,-75.18269348,50.33615875,3.90236783
accl:19369579,-8.82233715,4.42851639,2.43708992
gyro:19369893,0.42455134,0.54061574,-1.11666167
mag:19371099,-76.86349487,48.14381790,1.19848001
accl:19422579,-10.03370380,3.66341138,0.39242291
gyro:19422902,-0.48808134,-0.06475171,-0.30054569
mag:19424086,-76.89272308,47.70534897,1.79772007
accl:19475579,-10.02951622,3.46002150,-0.02691926
gyro:19475887,2.26875353,-1.18568945,0.65912360
