milli,accel_x,accel_y,accel_x,gyro_x,gyro_y,gyro_z
3346953,-1.03130651,-0.76749784,10.00558758,0.06719518,0.15027285,-0.05131268,-23.32651424,-1.49810052,39.29406547
3399570,-2.45324135,-1.61096776,10.17308521,0.14599679,0.05192355,0.05558874,-22.99035549,-0.59193277,39.64483833
3452570,-2.98384976,-1.53379941,12.08554935,0.24190263,0.04948008,-0.31703907,-22.97573375,-1.13271046,39.90792274
3505570,-3.59581423,-0.83330047,11.40957642,0.15454890,0.36102137,-0.28649577,-23.80882930,-2.36042142,40.31715965
3558570,-4.50568485,0.50847483,9.45045280,-0.13927726,0.27122414,-0.60536742,-24.67114544,-4.23121947,40.33177376
3611570,-2.28035975,1.07377923,10.66780186,0.47708577,0.04825835,-0.97249746,-25.27038860,-6.87664485,42.49488258
3664570,-1.95015049,2.44426823,10.50867844,-0.21197022,0.01710423,-1.17102873,-26.80502987,-8.45513058,43.07951164
3717570,-0.13698909,0.00478565,10.08036327,-0.17165314,0.16310102,-1.46302223,-26.96580028,-9.06898594,42.84565925
3770570,-0.68614191,1.46440744,9.61795044,-0.05436701,0.14172073,-1.50150669,-26.04501629,-9.58053255,40.96024895
3823570,0.21296121,0.38464624,9.23450089,0.07696902,0.14538592,-1.60229957,-23.95498562,-11.81672096,40.14177131
3876570,0.81714898,0.64247292,9.74237728,0.61147606,0.03420845,-2.15513253,-21.66033077,-14.14060211,40.91639900
3929570,0.23988047,-0.63948190,8.13679314,-0.26694813,0.07880161,-1.42392683,-19.45337200,-17.23911285,41.10640144
3982570,0.60000032,0.06221339,8.80379295,0.41905355,-0.11484267,-1.95110357,-18.06489086,-19.24145031,41.83718300
4035570,0.22432712,-0.53180480,7.96989393,-0.03604105,-0.11056660,-1.51922178,-15.75562572,-20.36685276,41.26717186
4088570,1.09352005,-1.31365967,9.09033298,-0.04825835,-0.25839600,-1.53754783,-13.63636303,-22.31072807,42.23180580
4141570,0.70289165,-0.73639119,9.15793037,-0.09529497,-0.15332718,-1.37444675,-11.56094646,-24.56153297,41.39871406
4194570,0.81176507,-1.50987113,9.04247665,0.29810223,0.24495696,-1.22661746,-9.76322460,-24.98538399,41.92487907
4247570,0.40917265,-0.79501534,9.69093132,-0.02382374,-0.06963863,-1.01159286,-8.49166774,-25.33615875,41.64718056
4300570,1.48235369,-1.53021014,9.45344448,-0.10262536,-1.65910995,-0.67989302,-5.49546718,-26.00847816,41.41332817
4353570,1.30408823,-1.35732865,9.89970589,0.06780604,-0.61025441,-1.24127817,-1.97310924,-27.42619133,41.73487282
4406570,2.15772772,-1.61934268,10.97169018,-0.19792034,0.40256017,-0.70738196,-0.43846607,-28.14235687,41.53025245
4459570,0.71007007,-2.82532525,8.86480999,0.02993240,0.39095375,-1.46241140,0.45308399,-29.06313896,41.95410728
4512570,2.57108808,0.72801632,13.04447269,-0.53389627,-0.23823744,-1.21134567,2.93773937,-29.39929962,41.70564079
4565570,1.28255284,-4.59661245,9.34157944,0.53145278,0.82405716,-1.14964831,3.47851467,-28.87313843,42.08564949
4618570,1.19820595,-1.56430769,9.94457150,-0.43432519,0.11789699,-0.12400565,2.44080639,-28.50774574,41.98333931
4671570,0.85244310,-2.30907393,10.66780186,0.36285394,0.69333202,-0.42577308,2.28003598,-28.97544670,42.61181068
4724570,0.09750752,0.17766708,10.52961636,0.73303825,0.78251839,-0.18997908,0.83309078,-27.00233841,43.05027962
4777570,-0.64905310,-0.36909288,9.82134056,0.65912360,-0.06047566,-0.03604105,0.26308346,-25.93539810,43.54720878
